EmployeeID,Age,Gender,Department,JobRole,Location,EducationLevel,HireDate,YearsAtCompany,YearsOfExperience,MonthlySalaryAED,JobSatisfaction,PerformanceRating,Overtime,WorkArrangement,Attrition
EMP0212,21,Non-binary,Marketing,Content Specialist,Sharjah,High School,2026-01-12,0.7,0,7900,3,4,Yes,On-site,No
EMP0213,48,Prefer not to say,Human Resources,HR Analyst,Sharjah,Diploma,2015-08-17,11.2,25,13800,4,4,Yes,On-site,No
EMP0214,37,Female,Finance,Financial Analyst,Dubai,High School,2024-06-04,2.2,10,14600,4,2,No,On-site,No
EMP0215,45,Prefer not to say,IT,Software Developer,Sharjah,Bachelor's,2022-11-11,3.8,23,17600,4,5,No,On-site,No
EMP0216,57,Female,Finance,Accounts Assistant,Abu Dhabi,Bachelor's,2024-02-17,2.6,34,15700,5,3,No,Remote,No
EMP0217,26,Prefer not to say,Finance,Accountant,Dubai,Doctorate,2025-06-27,1.2,1,10100,2,4,No,Hybrid,No
EMP0218,21,Prefer not to say,Sales,Account Manager,Sharjah,Bachelor's,2026-08-14,0.1,0,16800,3,4,No,Remote,Yes
EMP0219,54,Prefer not to say,Human Resources,HR Officer,Sharjah,Bachelor's,2017-10-22,9.0,32,12600,5,2,Yes,On-site,No
EMP0220,58,Male,IT,IT Support Specialist,Abu Dhabi,Bachelor's,2016-01-12,10.8,37,18100,4,2,No,On-site,No
EMP0221,41,Male,Finance,Finance Manager,Abu Dhabi,Master's,2017-03-03,9.7,18,21000,1,3,No,Hybrid,No
EMP0222,28,Non-binary,Finance,Finance Manager,Sharjah,Doctorate,2024-10-06,1.9,3,18200,3,3,No,On-site,No
EMP0223,41,Male,Human Resources,HR Officer,Dubai,Master's,2024-09-08,2.0,19,11000,5,3,Yes,On-site,No
EMP0224,27,Prefer not to say,IT,Data Analyst,Abu Dhabi,High School,2026-01-28,0.6,3,14400,2,2,No,On-site,No
EMP0225,25,Female,Operations,Team Leader,Abu Dhabi,High School,2026-04-17,0.4,4,11600,3,2,No,Hybrid,No
EMP0226,46,Male,Sales,Sales Manager,Dubai,Doctorate,2026-01-11,0.7,22,21300,3,3,No,On-site,No
EMP0227,39,Male,Operations,Operations Analyst,Sharjah,Doctorate,2017-12-08,8.8,15,13200,3,2,No,On-site,No
EMP0228,43,Male,Human Resources,HR Manager,Dubai,Bachelor's,2015-02-25,11.7,19,18800,3,4,No,On-site,Yes
EMP0229,54,Female,Human Resources,HR Manager,Dubai,Doctorate,2014-05-19,12.5,31,19700,2,4,Yes,Hybrid,No
EMP0230,32,Male,IT,Software Developer,Sharjah,Diploma,2021-08-29,5.1,10,16400,4,4,No,On-site,No
EMP0231,32,Male,IT,Software Developer,Dubai,Bachelor's,2026-04-21,0.4,8,15000,3,3,No,On-site,No
EMP0232,41,Female,Marketing,Content Specialist,Abu Dhabi,Master's,2026-03-20,0.5,20,11800,4,2,Yes,On-site,No
EMP0233,42,Non-binary,Operations,Operations Coordinator,Dubai,Doctorate,2019-11-22,6.9,19,9400,4,3,No,On-site,No
EMP0234,40,Female,Sales,Sales Manager,Dubai,Doctorate,2012-02-27,14.8,14,17600,2,1,No,Hybrid,No
EMP0235,57,Female,Finance,Financial Analyst,Sharjah,Bachelor's,2016-03-12,10.7,36,18200,4,3,No,On-site,No
EMP0236,37,Prefer not to say,IT,IT Support Specialist,Dubai,Master's,2021-05-27,5.3,15,11800,3,4,No,On-site,No
EMP0237,43,Female,IT,IT Manager,Abu Dhabi,High School,2018-09-29,8.1,18,26500,4,4,No,On-site,No
EMP0238,27,Prefer not to say,Finance,Accountant,Sharjah,High School,2023-02-03,3.7,6,11000,2,2,No,Remote,No
EMP0239,59,Non-binary,IT,Data Analyst,Sharjah,Bachelor's,2023-05-08,3.4,35,20000,3,5,No,Hybrid,No
EMP0240,27,Prefer not to say,Finance,Financial Analyst,Dubai,High School,2022-06-25,4.2,6,13700,4,2,No,On-site,No
EMP0241,31,Female,Human Resources,HR Officer,Sharjah,Doctorate,2023-08-05,3.2,5,9400,4,3,No,On-site,No
EMP0242,44,Male,IT,Data Analyst,Sharjah,High School,2018-11-26,7.9,20,18700,1,3,Yes,Hybrid,No
EMP0243,55,Prefer not to say,Human Resources,HR Analyst,Sharjah,Diploma,2014-04-19,12.6,31,16100,1,3,No,Remote,No
EMP0244,26,Prefer not to say,IT,Software Developer,Dubai,Diploma,2026-06-06,0.2,2,16000,5,4,No,Hybrid,No
EMP0245,29,Female,Sales,Account Manager,Dubai,Master's,2022-03-13,4.6,8,18800,3,5,No,Hybrid,No
EMP0246,56,Female,Operations,Operations Manager,Abu Dhabi,Diploma,2020-11-04,5.9,33,21200,5,1,No,Hybrid,No
EMP0247,27,Prefer not to say,Sales,Sales Executive,Dubai,Diploma,2026-01-28,0.6,2,7300,5,5,No,On-site,No
EMP0248,30,Non-binary,Finance,Finance Manager,Dubai,Bachelor's,2022-06-12,4.3,5,19300,5,3,Yes,Hybrid,No
EMP0249,38,Non-binary,Finance,Accountant,Abu Dhabi,Master's,2016-04-18,10.5,11,10800,5,3,No,Hybrid,No
EMP0250,33,Male,Operations,Operations Coordinator,Dubai,Bachelor's,2024-05-04,2.3,9,8600,4,4,No,Hybrid,No
EMP0251,29,Prefer not to say,Marketing,Marketing Manager,Dubai,Bachelor's,2023-11-07,2.8,2,17200,1,3,No,Hybrid,No
EMP0252,38,Male,Marketing,Content Specialist,Abu Dhabi,Doctorate,2016-11-25,9.9,15,10100,4,2,Yes,On-site,No
EMP0253,43,Male,Operations,Team Leader,Sharjah,Diploma,2021-02-25,5.6,21,12400,3,3,Yes,Hybrid,No
EMP0254,38,Male,Marketing,Content Specialist,Sharjah,High School,2018-01-19,8.8,12,8000,5,5,No,On-site,No
EMP0255,59,Non-binary,Sales,Sales Analyst,Sharjah,Doctorate,2020-03-03,6.6,32,17300,3,5,No,On-site,No
EMP0256,58,Female,Operations,Operations Manager,Abu Dhabi,High School,2026-07-06,0.2,37,22800,5,4,No,Hybrid,No
EMP0257,41,Female,Finance,Accountant,Sharjah,Master's,2020-11-12,5.9,14,13600,4,5,No,On-site,No
EMP0258,29,Male,Marketing,Marketing Analyst,Abu Dhabi,Diploma,2026-07-02,0.2,3,11500,5,3,No,On-site,Yes
EMP0259,43,Non-binary,Marketing,Marketing Manager,Sharjah,Doctorate,2020-04-27,6.4,18,18500,4,5,Yes,On-site,No
EMP0260,26,Female,Sales,Sales Analyst,Abu Dhabi,High School,2024-10-23,1.9,4,10900,3,5,No,Hybrid,No
EMP0261,51,Male,Marketing,Marketing Executive,Abu Dhabi,Master's,2016-02-12,10.8,29,13800,3,3,Yes,Hybrid,No
EMP0262,30,Non-binary,Operations,Operations Manager,Dubai,Diploma,2019-02-24,7.7,7,15000,3,4,Yes,Hybrid,Yes
EMP0263,52,Male,Operations,Operations Analyst,Sharjah,Bachelor's,2024-10-26,1.9,25,15200,3,3,No,On-site,Yes
EMP0264,54,Prefer not to say,Human Resources,HR Analyst,Sharjah,Doctorate,2026-04-02,0.4,32,14000,4,3,No,On-site,No
EMP0265,25,Male,Finance,Financial Analyst,Abu Dhabi,Master's,2026-08-12,0.1,0,11600,3,4,No,On-site,No
EMP0266,31,Female,Finance,Financial Analyst,Abu Dhabi,High School,2024-08-01,2.2,4,12100,2,5,Yes,On-site,No
EMP0267,55,Prefer not to say,IT,Software Developer,Dubai,Doctorate,2025-08-07,1.1,30,18900,4,4,Yes,Hybrid,No
EMP0268,30,Male,Finance,Finance Manager,Abu Dhabi,High School,2019-05-09,7.4,8,20800,1,3,Yes,On-site,No
EMP0269,39,Prefer not to say,Operations,Operations Coordinator,Abu Dhabi,Diploma,2024-05-18,2.3,18,9400,4,4,No,Remote,No
EMP0270,34,Male,Human Resources,HR Manager,Dubai,Doctorate,2021-08-07,5.2,8,15800,1,4,No,Hybrid,No
EMP0271,37,Non-binary,Human Resources,HR Assistant,Sharjah,Bachelor's,2021-10-02,5.0,11,8500,3,2,No,Hybrid,No
EMP0272,27,Female,IT,IT Support Specialist,Abu Dhabi,Bachelor's,2026-08-21,0.1,0,9400,4,3,No,On-site,No
EMP0273,46,Male,Sales,Sales Executive,Sharjah,High School,2017-02-01,9.8,22,11300,4,3,No,Hybrid,No
EMP0274,47,Male,Sales,Sales Executive,Abu Dhabi,Master's,2016-06-19,10.3,22,12100,4,3,No,On-site,Yes
EMP0275,49,Male,Human Resources,HR Manager,Sharjah,Bachelor's,2025-04-20,1.4,28,21100,3,4,No,Hybrid,No
EMP0276,48,Female,Operations,Operations Coordinator,Dubai,Diploma,2021-06-03,5.3,22,10700,4,4,Yes,Hybrid,No
EMP0277,52,Prefer not to say,Operations,Operations Manager,Abu Dhabi,Diploma,2023-03-08,3.6,25,19900,3,3,Yes,On-site,No
EMP0278,49,Female,Human Resources,HR Manager,Abu Dhabi,Master's,2014-08-10,12.2,22,17700,5,3,Yes,On-site,No
EMP0279,26,Non-binary,Human Resources,HR Assistant,Dubai,Diploma,2025-11-05,0.8,0,7900,3,3,Yes,Hybrid,No
EMP0280,56,Female,IT,Software Developer,Abu Dhabi,Bachelor's,2013-08-10,13.2,29,20500,4,3,No,On-site,No
EMP0281,56,Female,Marketing,Marketing Analyst,Abu Dhabi,Doctorate,2018-10-10,8.0,31,15000,1,3,Yes,Hybrid,No
EMP0282,28,Female,Sales,Account Manager,Abu Dhabi,Master's,2025-08-20,1.1,1,16600,4,3,No,Hybrid,Yes
EMP0283,52,Male,Marketing,Content Specialist,Sharjah,Doctorate,2015-06-27,11.3,31,11600,4,3,No,Remote,No
EMP0284,27,Male,Sales,Account Manager,Abu Dhabi,Master's,2023-02-19,3.6,3,17600,5,3,No,Remote,No
EMP0285,49,Non-binary,Finance,Accountant,Sharjah,Doctorate,2023-11-01,2.9,22,14000,4,5,No,Hybrid,No
EMP0286,33,Non-binary,Marketing,Content Specialist,Sharjah,High School,2020-07-02,6.2,11,9200,5,2,No,Remote,No
EMP0287,58,Female,Finance,Finance Manager,Sharjah,High School,2012-08-12,14.2,33,24400,4,5,No,Hybrid,No
EMP0288,30,Female,Human Resources,HR Manager,Sharjah,Bachelor's,2019-08-27,7.2,9,15900,3,4,No,Hybrid,No
EMP0289,43,Male,Sales,Sales Executive,Sharjah,Bachelor's,2017-03-08,9.7,16,11200,5,4,No,Hybrid,No
EMP0290,45,Prefer not to say,Marketing,Marketing Executive,Dubai,Bachelor's,2017-11-11,8.9,21,10900,5,2,No,On-site,No
EMP0291,33,Non-binary,Operations,Operations Analyst,Sharjah,Bachelor's,2017-04-05,9.6,10,12800,1,5,No,On-site,Yes
EMP0292,58,Non-binary,Sales,Account Manager,Abu Dhabi,Doctorate,2021-04-19,5.5,31,21500,3,5,Yes,Remote,No
EMP0293,25,Prefer not to say,Operations,Team Leader,Dubai,Bachelor's,2025-09-15,1.0,0,10400,2,3,Yes,On-site,No
EMP0294,42,Female,Sales,Account Manager,Dubai,Bachelor's,2019-01-21,7.8,19,18900,5,4,No,Hybrid,No
EMP0295,60,Non-binary,IT,Data Analyst,Dubai,Doctorate,2021-07-17,5.2,35,22400,5,3,No,On-site,No
EMP0296,52,Female,Finance,Finance Manager,Sharjah,High School,2020-05-26,6.3,31,25000,2,3,No,On-site,No
EMP0297,48,Female,Sales,Account Manager,Sharjah,Diploma,2024-06-26,2.2,21,20500,4,5,No,On-site,No
EMP0298,42,Prefer not to say,Human Resources,HR Manager,Abu Dhabi,Master's,2024-10-28,1.9,21,17400,2,3,Yes,Hybrid,No
EMP0299,48,Female,Marketing,Marketing Manager,Sharjah,High School,2026-04-11,0.4,25,21800,2,1,No,On-site,No
EMP0300,39,Male,Finance,Accounts Assistant,Sharjah,Diploma,2020-04-05,6.5,12,9300,3,5,No,Hybrid,Yes
EMP0301,55,Female,Sales,Sales Manager,Sharjah,Doctorate,2013-04-27,13.6,32,21500,4,5,No,Hybrid,No
EMP0302,23,Prefer not to say,Sales,Sales Executive,Sharjah,Doctorate,2024-07-15,2.2,2,8400,5,3,No,Remote,No
EMP0303,32,Prefer not to say,Sales,Account Manager,Sharjah,Doctorate,2021-05-13,5.4,10,16800,2,4,No,Hybrid,No
EMP0304,25,Female,Human Resources,HR Analyst,Dubai,Bachelor's,2026-02-16,0.6,2,11000,3,3,Yes,Hybrid,Yes
EMP0305,42,Non-binary,IT,IT Manager,Dubai,Diploma,2012-10-24,14.1,17,26800,2,4,No,Remote,No
EMP0306,38,Female,Marketing,Marketing Manager,Dubai,Doctorate,2019-01-26,7.8,11,19300,4,5,No,On-site,No
EMP0307,29,Prefer not to say,Human Resources,HR Analyst,Sharjah,Diploma,2025-08-18,1.1,4,11500,1,2,Yes,On-site,Yes
EMP0308,55,Prefer not to say,Human Resources,HR Analyst,Sharjah,Doctorate,2016-09-22,10.1,30,14200,3,3,No,Hybrid,No
EMP0309,44,Prefer not to say,Human Resources,HR Manager,Dubai,Diploma,2026-06-01,0.2,19,17800,4,4,No,On-site,No
EMP0310,51,Non-binary,Operations,Operations Analyst,Abu Dhabi,Master's,2025-10-18,0.9,28,15300,3,3,Yes,Hybrid,No
EMP0311,23,Prefer not to say,IT,IT Support Specialist,Sharjah,Master's,2026-03-21,0.5,0,10900,4,3,No,Hybrid,No
EMP0312,54,Female,Finance,Accounts Assistant,Sharjah,Diploma,2018-09-03,8.1,31,13300,3,3,No,On-site,No
EMP0313,35,Male,IT,Data Analyst,Abu Dhabi,Bachelor's,2015-10-28,11.0,14,17000,2,3,No,Hybrid,Yes
EMP0314,51,Male,Marketing,Marketing Executive,Dubai,Doctorate,2016-07-29,10.2,25,11200,4,4,No,On-site,No
EMP0315,24,Non-binary,Human Resources,HR Officer,Dubai,Diploma,2025-03-30,1.4,2,7700,3,3,No,Hybrid,No
EMP0316,51,Non-binary,IT,IT Manager,Dubai,Bachelor's,2021-12-19,4.8,29,28200,4,4,No,On-site,No
EMP0317,35,Female,IT,IT Support Specialist,Dubai,Master's,2018-07-30,8.2,11,11200,1,4,No,Hybrid,No
EMP0318,55,Prefer not to say,Operations,Operations Coordinator,Sharjah,Master's,2024-03-02,2.6,30,12700,4,5,No,On-site,No
EMP0319,54,Female,Finance,Accounts Assistant,Abu Dhabi,Diploma,2021-10-21,4.9,30,14200,4,3,No,Hybrid,No
EMP0320,35,Female,Finance,Finance Manager,Sharjah,High School,2025-10-16,0.9,8,20700,5,3,Yes,Hybrid,No
EMP0321,41,Non-binary,IT,Data Analyst,Sharjah,Master's,2019-01-27,7.8,17,17000,3,4,Yes,On-site,No
EMP0322,56,Prefer not to say,Sales,Sales Manager,Sharjah,Diploma,2014-12-07,11.9,29,20500,3,4,Yes,On-site,No
EMP0323,35,Female,Marketing,Marketing Executive,Dubai,Master's,2023-04-06,3.5,11,8700,3,4,No,Hybrid,No
EMP0324,26,Prefer not to say,Marketing,Marketing Executive,Abu Dhabi,Doctorate,2026-06-07,0.2,0,8300,3,2,Yes,On-site,Yes
EMP0325,59,Female,Marketing,Marketing Analyst,Sharjah,Doctorate,2022-12-20,3.8,38,17800,3,3,No,Hybrid,No
EMP0326,60,Non-binary,Operations,Operations Analyst,Sharjah,Master's,2012-07-04,14.4,38,16500,3,1,Yes,Remote,No
EMP0327,54,Non-binary,IT,Data Analyst,Dubai,Doctorate,2025-02-28,1.5,33,19600,3,4,No,Hybrid,No
EMP0328,46,Non-binary,Sales,Sales Manager,Sharjah,Doctorate,2026-07-14,0.2,21,19000,3,2,Yes,On-site,No
EMP0329,45,Female,Finance,Finance Manager,Abu Dhabi,High School,2016-06-20,10.3,20,21400,4,5,No,On-site,No
EMP0330,45,Non-binary,Finance,Accounts Assistant,Dubai,Bachelor's,2021-12-24,4.8,19,11200,4,3,No,On-site,No
EMP0331,42,Male,Human Resources,HR Manager,Abu Dhabi,Diploma,2014-12-23,11.8,21,17900,3,3,No,On-site,No
EMP0332,37,Prefer not to say,Sales,Account Manager,Sharjah,High School,2021-11-09,4.9,15,18300,4,3,No,On-site,No
EMP0333,51,Non-binary,Operations,Operations Coordinator,Abu Dhabi,Diploma,2013-08-19,13.2,28,12400,5,5,No,On-site,No
EMP0334,24,Female,Operations,Operations Analyst,Sharjah,Doctorate,2026-02-07,0.6,0,10400,1,3,No,Hybrid,No
EMP0335,21,Male,IT,Software Developer,Abu Dhabi,Master's,2025-10-19,0.9,0,14900,4,3,No,On-site,No
EMP0336,44,Male,Operations,Team Leader,Sharjah,Diploma,2016-03-03,10.7,22,13000,3,4,No,On-site,No
EMP0337,36,Prefer not to say,Human Resources,HR Analyst,Abu Dhabi,Diploma,2017-07-12,9.2,11,11800,2,4,No,On-site,Yes
EMP0338,52,Female,Marketing,Marketing Analyst,Abu Dhabi,Bachelor's,2021-05-02,5.4,29,16500,1,2,Yes,On-site,No
EMP0339,44,Male,Finance,Accountant,Abu Dhabi,Bachelor's,2014-11-23,11.9,19,12900,3,3,No,Hybrid,No
EMP0340,49,Prefer not to say,Finance,Finance Manager,Sharjah,Doctorate,2018-08-14,8.2,28,23000,3,5,No,Hybrid,No
EMP0341,25,Prefer not to say,Operations,Operations Manager,Abu Dhabi,Doctorate,2025-10-15,0.9,4,15100,3,4,No,Hybrid,No
EMP0342,47,Male,Operations,Operations Manager,Dubai,Master's,2022-09-14,4.0,25,18000,2,3,Yes,Hybrid,No
EMP0343,25,Female,Human Resources,HR Assistant,Sharjah,Master's,2025-03-28,1.5,1,5600,4,4,No,On-site,No
EMP0344,36,Non-binary,Finance,Financial Analyst,Abu Dhabi,Master's,2020-09-07,6.1,10,14800,2,4,Yes,On-site,No
EMP0345,56,Non-binary,Operations,Team Leader,Abu Dhabi,Master's,2023-10-14,2.9,32,16200,2,4,No,Hybrid,No
EMP0346,26,Non-binary,Operations,Operations Analyst,Abu Dhabi,Master's,2025-01-17,1.7,2,10300,3,3,Yes,Hybrid,No
EMP0347,52,Male,Operations,Operations Coordinator,Abu Dhabi,Doctorate,2016-08-04,10.2,25,9800,4,4,No,Hybrid,No
EMP0348,36,Non-binary,IT,IT Manager,Abu Dhabi,Doctorate,2013-01-19,13.8,14,25400,2,2,No,On-site,No
EMP0349,33,Male,Finance,Finance Manager,Abu Dhabi,High School,2025-12-19,0.8,6,18400,3,4,No,On-site,No
EMP0350,55,Prefer not to say,Sales,Sales Executive,Dubai,Bachelor's,2022-10-08,4.0,34,13100,3,4,No,On-site,No
EMP0351,52,Female,IT,Software Developer,Sharjah,Master's,2016-11-19,9.9,29,18600,3,4,No,On-site,No
EMP0352,37,Female,Sales,Account Manager,Dubai,Master's,2018-08-07,8.2,10,16400,2,4,Yes,Hybrid,No
EMP0353,54,Female,Marketing,Marketing Executive,Abu Dhabi,Master's,2022-03-30,4.5,28,12400,4,3,No,Hybrid,Yes
EMP0354,33,Non-binary,Marketing,Marketing Analyst,Sharjah,High School,2025-06-30,1.2,10,13500,2,2,No,On-site,No
EMP0355,21,Non-binary,IT,Data Analyst,Sharjah,High School,2025-10-30,0.8,0,15200,4,2,No,On-site,No
EMP0356,30,Prefer not to say,Human Resources,HR Analyst,Sharjah,Diploma,2023-10-11,2.9,4,9400,2,3,No,Hybrid,No
EMP0357,43,Male,Human Resources,HR Manager,Sharjah,Bachelor's,2023-10-28,2.9,17,16600,3,3,No,Hybrid,No
EMP0358,38,Prefer not to say,Finance,Finance Manager,Sharjah,Diploma,2015-01-16,11.8,11,19100,3,3,No,On-site,No
EMP0359,60,Male,Human Resources,HR Analyst,Sharjah,Bachelor's,2019-11-03,6.9,38,15300,4,4,No,On-site,No
EMP0360,41,Prefer not to say,Finance,Finance Manager,Dubai,High School,2024-08-15,2.1,20,23100,1,4,Yes,Hybrid,No
EMP0361,52,Male,Human Resources,HR Manager,Sharjah,Master's,2013-07-08,13.3,27,20700,3,3,No,On-site,No
EMP0362,24,Female,Human Resources,HR Manager,Abu Dhabi,High School,2025-03-06,1.5,1,15300,4,4,Yes,Hybrid,No
EMP0363,27,Prefer not to say,Sales,Sales Executive,Sharjah,High School,2026-01-06,0.7,1,7600,2,4,Yes,Hybrid,Yes
EMP0364,50,Prefer not to say,Marketing,Marketing Analyst,Abu Dhabi,Bachelor's,2012-08-21,14.2,24,13700,2,3,No,On-site,No
EMP0365,44,Non-binary,Operations,Team Leader,Abu Dhabi,Master's,2013-04-18,13.6,20,13100,4,4,Yes,Hybrid,No
EMP0366,21,Male,IT,IT Manager,Abu Dhabi,High School,2026-08-12,0.1,0,23700,1,2,No,On-site,No
EMP0367,56,Male,Marketing,Marketing Analyst,Dubai,Bachelor's,2014-12-04,11.9,31,16900,2,1,No,On-site,No
EMP0368,57,Female,Finance,Accounts Assistant,Sharjah,Bachelor's,2014-08-25,12.2,33,13600,4,4,No,On-site,No
EMP0369,26,Male,Human Resources,HR Manager,Sharjah,Doctorate,2026-07-23,0.1,0,14800,3,4,No,Hybrid,No
EMP0370,24,Prefer not to say,Human Resources,HR Manager,Abu Dhabi,Doctorate,2025-04-27,1.4,1,14900,3,2,No,On-site,Yes
EMP0371,35,Non-binary,Operations,Operations Coordinator,Dubai,Master's,2020-06-28,6.2,11,8900,2,3,No,Hybrid,No
EMP0372,29,Male,Operations,Operations Manager,Dubai,High School,2025-12-09,0.8,2,16100,2,3,No,Hybrid,No
EMP0373,41,Female,Finance,Finance Manager,Abu Dhabi,Diploma,2014-07-23,12.3,15,20000,4,3,No,On-site,No
EMP0374,60,Female,Finance,Finance Manager,Dubai,Doctorate,2017-06-08,9.4,38,24600,2,3,No,Hybrid,Yes
EMP0375,21,Non-binary,Sales,Sales Analyst,Sharjah,Master's,2025-08-31,1.0,0,9400,3,3,No,Hybrid,No
EMP0376,22,Non-binary,Operations,Operations Analyst,Dubai,Master's,2025-10-27,0.8,0,10900,3,3,Yes,On-site,No
EMP0377,25,Prefer not to say,Marketing,Marketing Executive,Dubai,Master's,2024-11-21,1.8,1,8700,5,4,No,On-site,No
EMP0378,41,Male,Operations,Operations Coordinator,Sharjah,Bachelor's,2014-02-08,12.8,17,8700,2,3,No,Remote,Yes
EMP0379,46,Non-binary,Finance,Finance Manager,Dubai,Bachelor's,2023-05-09,3.4,20,21800,4,3,No,Remote,No
EMP0380,56,Male,IT,IT Support Specialist,Abu Dhabi,Diploma,2021-12-11,4.8,33,16100,5,4,Yes,On-site,No
EMP0381,48,Male,Operations,Operations Analyst,Abu Dhabi,Doctorate,2013-12-17,12.9,25,14600,3,3,Yes,On-site,No
EMP0382,30,Male,Sales,Sales Manager,Sharjah,High School,2021-09-28,5.0,4,15900,3,4,No,On-site,No
EMP0383,47,Non-binary,Finance,Finance Manager,Sharjah,Doctorate,2017-04-17,9.5,24,23700,5,3,No,On-site,No
EMP0384,59,Non-binary,Operations,Operations Analyst,Dubai,Master's,2021-09-25,5.0,37,15000,3,4,No,On-site,No
EMP0385,29,Male,IT,IT Manager,Dubai,High School,2024-08-24,2.1,7,22700,3,5,No,Remote,No
EMP0386,60,Non-binary,Sales,Sales Manager,Abu Dhabi,Doctorate,2012-02-26,14.8,36,22900,5,3,No,Hybrid,No
EMP0387,54,Prefer not to say,Marketing,Marketing Executive,Sharjah,High School,2017-02-25,9.7,33,11900,5,3,No,Remote,Yes
EMP0388,49,Male,Sales,Sales Analyst,Abu Dhabi,Master's,2020-03-31,6.5,25,14600,3,3,No,On-site,No
EMP0389,32,Male,Human Resources,HR Assistant,Abu Dhabi,High School,2020-12-16,5.8,5,7800,3,3,Yes,Hybrid,No
EMP0390,31,Male,Finance,Accountant,Abu Dhabi,Doctorate,2025-05-26,1.3,5,9800,4,4,Yes,Hybrid,No
EMP0391,31,Non-binary,IT,IT Support Specialist,Abu Dhabi,Master's,2020-08-25,6.1,8,12900,5,3,Yes,Hybrid,Yes
EMP0392,28,Prefer not to say,Finance,Financial Analyst,Dubai,Diploma,2024-08-01,2.2,6,14000,4,1,No,On-site,No
EMP0393,50,Male,Operations,Operations Manager,Dubai,Diploma,2017-05-08,9.5,26,20600,4,3,No,Hybrid,No
EMP0394,43,Prefer not to say,Sales,Sales Executive,Dubai,Diploma,2023-07-11,3.2,22,9900,4,4,No,Remote,Yes
EMP0395,60,Female,Marketing,Marketing Analyst,Dubai,Bachelor's,2012-01-15,14.8,34,17500,4,4,No,Hybrid,No
EMP0396,45,Non-binary,Finance,Accountant,Sharjah,Master's,2025-03-05,1.5,18,13400,4,2,No,On-site,No
EMP0397,34,Non-binary,Operations,Operations Analyst,Abu Dhabi,Doctorate,2026-01-20,0.7,9,12200,4,4,No,On-site,No
EMP0398,54,Male,Finance,Accountant,Sharjah,Bachelor's,2013-07-19,13.3,29,14200,4,3,No,On-site,No
EMP0399,28,Non-binary,Sales,Sales Executive,Sharjah,Diploma,2021-09-26,5.0,7,7500,4,3,No,On-site,Yes
EMP0400,39,Female,Human Resources,HR Officer,Dubai,Diploma,2025-03-20,1.5,16,10700,3,3,Yes,Hybrid,No
EMP0401,51,Prefer not to say,Finance,Accountant,Sharjah,High School,2025-11-04,0.8,27,13800,3,4,No,On-site,No
EMP0402,57,Non-binary,Operations,Team Leader,Dubai,Diploma,2012-05-26,14.5,31,16100,3,3,No,Hybrid,No
EMP0403,42,Non-binary,Finance,Accounts Assistant,Sharjah,High School,2013-06-13,13.4,18,10700,4,3,No,Hybrid,No
EMP0404,26,Female,Finance,Finance Manager,Dubai,High School,2025-05-17,1.3,2,19000,4,3,No,On-site,No
EMP0405,51,Female,IT,IT Support Specialist,Sharjah,Diploma,2023-06-02,3.3,26,14900,5,4,No,Hybrid,No
EMP0406,50,Female,Sales,Sales Executive,Dubai,Doctorate,2015-09-15,11.2,26,10500,3,2,No,Hybrid,No
EMP0407,22,Female,Marketing,Marketing Analyst,Abu Dhabi,Diploma,2026-04-03,0.4,0,9800,3,3,Yes,On-site,No
EMP0408,28,Non-binary,Sales,Sales Analyst,Sharjah,Diploma,2020-02-07,6.7,7,12300,2,4,No,On-site,No
EMP0409,40,Female,Sales,Sales Executive,Abu Dhabi,Master's,2019-07-12,7.2,15,10300,1,1,No,On-site,No
EMP0410,60,Prefer not to say,Sales,Sales Manager,Sharjah,Diploma,2020-02-14,6.7,37,22000,4,4,No,Remote,No
EMP0411,27,Non-binary,Human Resources,HR Manager,Abu Dhabi,Master's,2025-01-07,1.7,3,16600,4,3,Yes,On-site,No
EMP0412,41,Male,Sales,Sales Analyst,Sharjah,High School,2016-06-14,10.4,17,12300,3,3,No,On-site,No
EMP0413,41,Prefer not to say,IT,IT Support Specialist,Abu Dhabi,High School,2012-12-30,13.9,16,12900,3,3,No,Hybrid,No
EMP0414,58,Prefer not to say,Finance,Financial Analyst,Dubai,Doctorate,2017-06-21,9.3,34,17900,3,3,No,On-site,No
EMP0415,41,Prefer not to say,Operations,Operations Manager,Abu Dhabi,Master's,2024-08-05,2.1,16,18100,2,5,Yes,On-site,No
EMP0416,26,Non-binary,Marketing,Marketing Executive,Abu Dhabi,Doctorate,2022-05-10,4.4,4,8900,5,4,Yes,On-site,No
EMP0417,33,Non-binary,Operations,Operations Manager,Dubai,Doctorate,2019-12-17,6.8,11,17700,4,4,No,Remote,No
EMP0418,29,Female,Human Resources,HR Manager,Abu Dhabi,High School,2025-02-26,1.6,2,15300,5,5,Yes,Hybrid,No
EMP0419,58,Prefer not to say,Sales,Sales Manager,Abu Dhabi,Master's,2013-06-20,13.4,34,22200,3,3,Yes,On-site,No
EMP0420,29,Female,Sales,Sales Analyst,Dubai,Master's,2026-07-20,0.2,7,12900,1,4,No,On-site,No
EMP0421,60,Prefer not to say,IT,IT Manager,Sharjah,Diploma,2017-01-24,9.8,38,29900,4,3,No,On-site,No
EMP0422,47,Female,Marketing,Marketing Analyst,Dubai,Doctorate,2014-07-14,12.3,22,13000,5,4,No,On-site,No
